id,service_id,taxonomy_term_id
1,540866542533436,1276982655382389
2,540866542533436,874406320909098
3,561831919465625,1276982655382389
4,566547951213450,1276982655382389
5,566547951213450,1265252182873860
6,566547951213450,893915418546777
7,567586810350969,893915418546777
8,567586810350969,1276982655382389
9,565370307901606,841905613386238
10,565370307901606,1129144548042060
11,570279198497703,1276982655382389
12,570279198497703,874406320909098
13,570279198497703,819562758416858
14,569326528063960,1305774265925553
15,569326528063960,629380122005095
16,569326528063960,625144853335827
17,569326528063960,646077810643985
18,573886519226225,893915418546777
19,573886519226225,976566727118378
20,573886519226225,885604845315230
21,584221387739490,832401246252623
22,584221387739490,819562758416858
23,586144902080222,1276982655382389
24,586144902080222,645461517765550
25,586144902080222,1167670310712474
26,586144902080222,591686322682243
27,586144902080222,1138294006521405
28,590856913957665,1305774265925553
29,590856913957665,1134365017275504
30,590856913957665,982549491856586
31,590856913957665,629380122005095
32,597275938978540,893915418546777
33,603580181050118,1305774265925553
34,603580181050118,899387596744807
35,603580181050118,1238748896910244
36,603580181050118,629380122005095
37,603580181050118,915117964681420
38,610393181590401,832122112723102
39,569553997851039,824666532982332
40,569658380553026,1276982655382389
41,572649600558239,899387596744807
42,572554560594709,630013980013392
43,576738057093594,893915418546777
44,583988896816188,630013980013392
45,594606264685919,1276982655382389
46,594606264685919,874406320909098
47,594606264685919,1091485627676359
48,601404732528535,630013980013392
49,606430121530643,1075517820799112
50,606430121530643,893915418546777
51,617717048691003,1238748896910244
52,618510425235763,1276982655382389
53,618510425235763,1091485627676359
54,564257031952303,1276982655382389
55,581474108798219,1125729387706168
56,581474108798219,849037910727477
57,585745505232672,1276982655382389
58,585745505232672,847186792894551
59,585745505232672,1091485627676359
60,588450653794139,976566727118378
61,588450653794139,1118011435663674
62,592279932552007,1211420433536032
63,592279932552007,1238748896910244
64,592279932552007,713360107412317
65,592279932552007,1091485627676359
66,592279932552007,940079755845898
67,594569394092610,1305774265925553
68,594569394092610,899387596744807
69,594569394092610,849037910727477
70,596697894718349,1211420433536032
71,598893344627449,1211420433536032
72,598893344627449,946916902767009
73,594081408024759,629380122005095
74,604071251546446,1276982655382389
75,612333310679780,841905613386238
76,608659423860858,1066385747698739
77,608659423860858,1145222996317036
78,614870969341256,630013980013392
79,614870969341256,1133595924005374
80,619066407387390,976566727118378
81,619066407387390,629380122005095
82,619066407387390,625144853335827
83,619066407387390,646077810643985
84,621922475876912,832122112723102
85,621922475876912,976566727118378
86,621922475876912,1296225794307299
87,623995531339898,1276982655382389
88,623995531339898,982549491856586
89,623995531339898,1118011435663674
90,623995531339898,1091485627676359
91,631018985097612,893915418546777
92,631018985097612,1088641745882951
93,631018985097612,849037910727477
94,631018985097612,1118011435663674
95,631018985097612,1091485627676359
96,568848745429108,893915418546777
97,569171803920168,893915418546777
98,569171803920168,819562758416858
99,573712074661708,1276982655382389
100,572309695509941,893915418546777
101,576233469616692,841905613386238
102,576233469616692,1305774265925553
103,576233469616692,885604845315230
104,583905742719734,1276982655382389
105,583905742719734,1091485627676359
106,586532932628487,859021943105649
107,586532932628487,1305774265925553
108,586532932628487,629380122005095
109,600311424612877,630013980013392
110,600311424612877,1276982655382389
111,605021814890791,832122112723102
112,605021814890791,811387316911588
113,605021814890791,976566727118378
114,605021814890791,1091485627676359
115,611731051197054,1211420433536032
116,619060926571379,630013980013392
117,621585086191000,1276982655382389
118,621585086191000,893915418546777
119,621585086191000,1118011435663674
120,622678818794830,1276982655382389
121,622678818794830,893915418546777
122,627561586053944,893915418546777
123,627561586053944,713360107412317
124,634163805498241,1276982655382389
125,637056281967653,893915418546777
126,636366666716828,893915418546777
127,636366666716828,1091485627676359
128,636366666716828,745675631776034
129,586528011285719,893915418546777
130,603666914258436,1276982655382389
131,603666914258436,629380122005095
132,608162049269761,1169956847122981
133,608162049269761,893915418546777
134,619865391321510,1236262310782567
135,619865391321510,989050742720214
136,622808373738547,893915418546777
137,622808373738547,982549491856586
138,622808373738547,1118011435663674
139,626995528078756,630013980013392
140,626995528078756,929932272422839
141,628701475151017,1305774265925553
142,628701475151017,893915418546777
143,628701475151017,982549491856586
144,623904786582994,1276982655382389
145,629441538824999,841905613386238
146,629441538824999,885604845315230
147,629441538824999,1220495166628256
148,630264519658509,841905613386238
149,630264519658509,779743205099707
150,631582174906714,1276982655382389
151,631582174906714,1091485627676359
152,635982208196027,893915418546777
153,637788539576170,832122112723102
154,637788539576170,1129144548042060
155,637788539576170,745675631776034
156,637788539576170,1054161113243743
157,640700715075294,841905613386238
158,640700715075294,1220495166628256
159,650113925000399,893915418546777
160,650989691735486,1305774265925553
161,650989691735486,982549491856586
162,650989691735486,629380122005095
163,647744623033900,1305774265925553
164,647744623033900,629380122005095
165,647744623033900,989050742720214
166,647744623033900,1296225794307299
167,595082261115094,1276982655382389
168,595082261115094,630013980013392
169,595082261115094,976566727118378
170,609764906879432,1276982655382389
171,614660449605719,893915418546777
172,614660449605719,841905613386238
173,614660449605719,832122112723102
174,614660449605719,976566727118378
175,620569007037808,1276982655382389
176,640682707343284,893915418546777
177,643883051065479,893915418546777
178,643883051065479,1091485627676359
179,642098651199985,893915418546777
180,642098651199985,982549491856586
181,642098651199985,1091485627676359
182,643156433763559,1305774265925553
183,643156433763559,629380122005095
184,643156433763559,915117964681420
185,643156433763559,646077810643985
186,645694919920041,976566727118378
187,648998547696427,893915418546777
188,648998547696427,819562758416858
189,651056882216531,1211420433536032
190,659175264242163,1305774265925553
191,659175264242163,893915418546777
192,659175264242163,629380122005095
193,659175264242163,989050742720214
194,659284177800711,1276982655382389
195,660905682344295,630013980013392
196,596509168605852,893915418546777
197,596509168605852,1091485627676359
198,598047692449891,893915418546777
199,598047692449891,1129144548042060
200,597273584134874,832122112723102
201,597273584134874,899387596744807
202,597273584134874,976566727118378
203,597273584134874,982549491856586
204,597273584134874,874406320909098
205,607057383679661,1276982655382389
206,607057383679661,819562758416858
207,605385202624201,1305774265925553
208,605385202624201,629380122005095
209,605385202624201,915117964681420
210,606736767772085,1276982655382389
