id,location_id,accessibility,details
5,1333682431246578,,
6,908942274584388,,
10,1333682431246579,,
9,804162820575251,,
10,623817892479347,,"Not wheelchair accessible. No ASL available."
10,844015447975705,,"Wheelchair accessible."
10,1333682431246581,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
10,1333682431246581,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
10,1293267778021809,,
10,859883434612658,,
10,1333682431246581,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
10,1333682431246581,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
10,1125441162012486,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
10,1333682431246581,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
10,1333682431246581,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
10,1333682431246581,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
10,1333682431246581,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
10,1333682431246581,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
10,1333682431246581,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
10,1333682431246580,,
10,608530994924722,,
10,1333682431246582,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
10,1333682431246583,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
10,1333682431246583,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
10,1333682431246583,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
10,1333682431246583,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
10,1333682431246583,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
10,1333682431246583,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
10,1293661242956981,,
10,1333682431246583,"ADA Complaint","Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
10,1333682431246584,"ADA Complaint","Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
