ID,id,name,alternate_name,organization_logo_x,organization_x_uid,description,email,organization_forms_x_filename,organization_forms_x_url,url,organization_status_x,organization_status_sort,legal_status,tax_status,tax_id,year_incorporated,organization_services,organization_phones,organization_locations,organization_contact,organization_details,organization_airs_taxonomy_x,flag
1,572890347249315,"St Anthony of Padua Church (VA)",,,,"A local church offering services to community members.",,,,https://stanthonyofpaduacommunity.com/parish/,,4,,,,,873611419029370,"1346383381421883,1138656191558408",1199654488652628,0,,,,,,"2020-05-27 15:52:10"
2,597291118069880,"We Are Family",,,,"Grounded in grassroots senior leadership, We Are Family mobilizes a committed corps of volunteers to reach out to isolated inner-city seniors with free services, advocacy, and companionship, building a network of caring eyes and ears that enables at-risk seniors to age in place. More than simply a social service provider, We Are Family is a bold experiment in building caring, just and inclusive community.",info@wearefamilydc.org,,,https://www.wearefamilydc.org/,,4,,,,,1229834582759480,585670788788642,903036719647021,0,,,,,,
3,548126332764833,"Whitman-Walker Health",,,,"Multiple locations and services available targeted at total health and wellness.",,,,http://whitman-walker.org,,4,,,,,"684439431487008,1194108716776364",1226809070395519,1272844736960116,"612213908439005,659954535630939",,,,,,
4,562836772362344,"Association for Clinical and Translational Science (ACTS)",,,,"The purpose of the Association for Clinical and Translational Science (ACTS) can be broken up into four realms. These four areas of focus are research, education, advocacy, and mentoring.

Research
ACTS supports investigations that continually improve team science, integrating multiple disciplines across the full translational science spectrum: from population based and policy research, through patient oriented and human subject clinical research, to basic discovery. Our goal is to improve the efficiency with which health needs inform research and new therapies reach the public.

Education
ACTS is the academic home for the disciplines of research education, training, and career development for the full spectrum of translational scientists. Through meetings, publications, and collaborative efforts, ACTS will provide a forum for members to develop, implement, and evaluate the impact of research education programs.

Advocacy
ACTS provides a strong voice to advocate for translational science, clinical research, patient oriented research, and research education support. We will engage at the local, state, and federal levels and coordinate efforts with other professional organizations.

Mentoring
ACTS will promote investigations and dissemination of effective models for mentoring future generations of translational scientists. Through collaborative efforts, ACTS will provide a forum for members to share studies, promote best practices, and optimize professional relationships among trainees and mentors.",,,,http://www.actscience.org/,,4,,,,,1123747363862749,"877776396812857,1107027116589953",796479538430138,0,,,,,,
5,574964812525513,"Housing Counseling Services",,,,"Provides housing counseling services, training, and advocacy for low and moderate income homebuyers, homeowners, and tenants in the Washington Metropolitan area. Emergency Rental Assistance, Rental Housing Search, Foreclosure Prevention, Eviction Prevention, Home Purchase, Home Renovations, Tenant Counseling, Homeless Veterans Rehousing, Lead Safe Repairs, Coop/condo training, Credit Counseling, Reverse Mortgage Counseling, Housing Preservation Counseling",info@housingetc.org,,,http://housingetc.org,,4,,,,,"1140570813901169,627629263527494,1243832082519507,705771849785076,841132371028942,581022793280171","916077019265036,676485134262687,1178055279307047","947853021041099,1189388637168303",0,,,,,,
6,592260988502497,"DC Department of Aging and Community Living",,,,"Provides Intergenerational Programs services, including Opportunities for older adults to teach and learn from DC's youth.",dcoa@dc.gov,,,https://dcoa.dc.gov/,,4,,,,,920928473432747,"1273926928135629,1266100703604119",790873813272838,0,,,,,,
7,605134586578120,"Elaine Ellis Center of Health",,,,"Health center in DC and Maryland providing comprehensive medical services.

Our History
The Elaine Ellis Center of Health was founded in 2010 by the relatives of the late Elaine Ellis, who lost her battle with cancer in 1993.
She was the matriarch of her family and a vibrant presence in her community. Her kindness and passion to serve others who were less fortunate extended beyond her family and friends to anyone who was in need of food, shelter, advice, and good conversation. Though she is unable to see the fruit which her character produced, her legacy continues, and is the driving force behind the Center’s mission to serve others.

Mission Stament
Elaine Ellis Center of Health (EECH) is a Not-For-Profit Organization dedicated to providing affordable comprehensive, preventive, and primary healthcare services to individuals residing in public housing and the surrounding areas, regardless of their ability to pay. In so doing, we are committed to offering said services in a clean, safe environment, appropriate in meeting the healthcare needs of our target population. EECH also demonstrates social responsibility through the just use of resources. The commitment of our staff, physicians, volunteers, community partners and friends to our mission permits us to maintain a quality of presence and tradition of caring, which is a hallmark of EECH.",,,,http://eechealth.com/,,4,,,,,"565809012321458,1060160690284572","1198488947117166,695928846468418,877271835912480,899126386042540","770635363010046,1002753920993717","577518788649182,645838145603264,612213908439005,659954535630939,756653322156829,773180771408189",,,,,,
8,608021838760746,"Paramount Baptist Church",,,,"A local church offering services to the community.",,,,https://www.paramountbaptistchurch.org/,,4,,,,,,"1087810688598243,1172790209445624",656132195479560,0,,,,,,
9,612828763371641,"Mazique Parent Child Resource Center","Edward C Mazique Parent Child Resource Center",,,"Mazique is a child development center that assists parents in developing skills, obtaining knowledge and becoming responsible advocates in ways that empower them to successfully promote their children&rsquo;s growth and development, while simultaneously receiving valuable tools that promote and lead families to complete self-sufficiency.",,,,https://www.mazique.org/,,4,,,,,"1209187247938710,607074649518713",1200602057472122,"836904778271068,621638073150979,1120989994777643,1261460579474983",0,,,,,,
10,559154929442125,"D.C. OFFICE OF VETERANS' AFFAIRS",,,,"Provides Veterans Resources services",,,,http://www.ova.dc.gov,,4,,,,,899838401230788,813086141383291,1274640117388299,0,,,,,1,"2020-05-27 13:23:58"
